order_item_id,order_id,product_id,quantity,unit_price
89,8853,40,5,116.15
90,7693,135,2,22.99
91,6110,66,1,241.86
92,2445,235,4,121.68
93,3102,125,2,10.67
94,3329,162,1,306.96
95,2966,288,1,257.37
96,8620,89,2,67.78
97,4141,218,3,15.89
98,5426,167,2,56.07
99,5666,60,1,326.84
100,7722,283,3,135.27
101,3650,63,5,435.26
102,4334,286,4,221.77
103,1038,279,3,53.57
104,4353,187,2,148.92
105,4305,268,5,213.4
106,6553,27,2,268.8
107,8991,26,1,392.06
108,6398,76,5,93.74
109,7315,196,5,59.84
110,9343,300,1,463.38
111,5473,167,4,56.07
112,4280,163,2,419.51
113,3499,67,4,326.61
114,6751,209,2,61.87
115,4460,296,2,495.46
116,2016,286,3,221.77
117,4682,185,4,218.38
118,5810,212,3,446.46
119,7949,228,1,80.49
120,9718,251,4,274.5
121,8321,248,2,228.47
122,2858,228,5,80.49
123,2683,230,3,402.59
124,358,253,5,340.04
125,8209,236,3,194.74
126,3246,223,1,338.52
127,4921,243,4,182.84
128,9024,15,3,268.07
129,5358,26,3,392.06
130,4775,65,3,384.51
131,7526,151,3,24.0
132,4164,26,3,392.06
133,7295,89,4,67.78
134,9180,233,3,321.3
135,9452,220,5,254.98
136,2026,152,5,120.84
137,5208,285,1,137.45
138,5089,105,4,349.93
139,4847,199,1,395.91
140,9856,116,4,254.52
141,763,100,3,75.62
142,2058,37,2,429.04
143,4782,263,3,225.84
144,9576,281,1,156.01
145,518,102,5,458.96
146,8892,56,5,192.48
147,1047,28,1,208.72
148,3243,2,3,36.23
149,5626,156,4,12.67
150,8351,149,4,316.75
151,7613,297,3,65.99
152,2777,73,4,172.77
153,6419,127,3,469.62
154,1484,219,1,253.15
155,6011,218,4,15.89
156,8048,245,1,362.23
157,8626,73,2,172.77
158,4336,139,2,271.27
159,2322,45,4,284.99
160,1551,268,5,213.4
161,8730,207,2,295.85
162,2240,292,2,285.69
163,9906,282,3,92.68
164,8655,104,4,180.03
165,3462,160,2,442.17
166,9463,180,2,355.09
167,8522,33,4,163.61
168,7164,144,4,366.68
169,5065,93,5,37.82
170,2871,35,4,45.1
171,3526,10,4,313.51
172,9801,93,2,37.82
173,261,212,3,446.46
174,8219,83,3,176.35
175,7688,92,4,223.16
176,2308,144,2,366.68
177,3832,260,3,92.89
178,5513,281,5,156.01
179,2817,200,3,409.48
180,265,19,2,103.43
181,7608,289,5,117.5
182,6736,184,3,196.74
183,3852,108,2,44.16
184,3716,22,2,303.45
185,1997,7,1,469.38
186,9978,98,1,169.87
187,1545,61,2,282.4
188,3625,181,2,492.15
189,4845,219,5,253.15
190,8735,186,1,269.03
191,8448,87,2,43.4
192,3405,22,1,303.45
193,3632,280,1,247.79
194,1412,67,3,326.61
195,6369,182,1,40.96
196,6705,121,1,316.06
197,7248,225,4,460.49
198,2111,105,1,349.93
199,3676,24,3,53.51
200,5624,57,3,100.83
201,6123,69,2,254.83
202,7639,293,1,37.29
203,5425,298,2,239.34
204,1787,119,4,375.85
205,2333,276,4,351.09
206,8979,292,4,285.69
207,9115,188,1,70.74
208,4680,262,3,187.74
209,6168,165,3,328.63
210,482,177,4,208.94
211,4386,285,1,137.45
212,6688,168,3,60.94
213,7742,184,3,196.74
214,599,250,1,259.06
215,5077,154,2,456.67
216,2097,149,1,316.75
217,7198,88,3,174.97
218,1525,240,2,250.99
219,354,296,1,495.46
220,7899,209,1,61.87
221,1331,239,5,496.83
222,4215,299,5,450.67
223,6430,70,2,316.56
224,220,173,1,135.63
225,1711,152,5,120.84
226,4787,184,4,196.74
227,8,91,3,185.21
228,2944,88,3,174.97
229,6422,151,1,24.0
230,2211,275,4,431.15
231,4987,55,2,174.89
232,935,76,1,93.74
233,403,98,3,169.87
234,579,162,2,306.96
235,6936,97,5,426.51
236,5049,224,5,391.84
237,5122,8,3,90.82
238,9287,262,5,187.74
239,1108,114,4,386.26
240,9792,122,2,244.54
241,7735,114,5,386.26
242,84,65,3,384.51
243,1713,19,5,103.43
244,1924,168,4,60.94
245,9736,164,1,53.85
246,3947,176,5,110.7
247,3921,126,3,422.94
248,5179,207,2,295.85
249,2843,300,1,463.38
250,1608,251,4,274.5
251,1456,130,3,385.11
252,3975,298,3,239.34
253,113,92,1,223.16
254,1310,297,4,65.99
255,2434,183,2,118.84
256,9590,23,1,437.16
257,1220,118,1,135.52
258,2790,229,4,329.68
259,3691,258,5,118.2
260,17,86,3,173.4
261,9505,159,3,361.76
262,5139,128,2,32.54
263,4841,211,3,123.51
264,9049,18,3,180.55
265,8962,209,3,61.87
266,5612,181,1,492.15
267,5500,116,2,254.52
268,8767,37,1,429.04
269,5203,143,5,34.33
270,3686,208,2,447.11
271,9065,96,4,363.43
272,736,225,2,460.49
273,4646,239,3,496.83
274,8034,90,2,143.64
275,5301,35,5,45.1
276,8104,296,5,495.46
277,1965,287,4,154.82
278,8724,125,2,10.67
279,8308,297,3,65.99
280,8187,204,5,219.23
281,8461,277,3,222.48
282,712,191,1,334.31
283,9743,141,5,438.69
284,7059,24,4,53.51
285,1408,81,4,70.29
286,4330,108,5,44.16
287,5964,133,2,107.76
288,4434,75,5,87.43
289,4315,212,5,446.46
290,5924,63,3,435.26
291,6808,225,1,460.49
292,5801,101,3,219.23
293,2114,255,5,217.92
294,6586,202,5,251.69
295,5340,32,1,322.14
296,5202,83,3,176.35
297,9608,284,2,188.94
298,2780,172,3,188.4
299,7722,282,1,92.68
300,1018,194,4,239.24
301,4693,119,4,375.85
302,9788,150,3,350.68
303,1471,190,3,76.42
304,6380,20,1,44.96
305,9306,45,3,284.99
306,8023,219,1,253.15
307,167,269,5,285.65
308,150,105,2,349.93
309,5075,208,5,447.11
310,1878,251,3,274.5
311,5547,296,4,495.46
312,429,105,4,349.93
313,4237,84,3,305.89
314,1345,66,1,241.86
315,9536,194,4,239.24
316,3422,130,2,385.11
317,9758,15,2,268.07
318,4962,46,5,124.42
319,8383,231,5,352.16
320,4453,247,3,420.93
321,3009,244,1,109.46
322,6004,186,5,269.03
323,8170,67,3,326.61
324,3331,134,1,399.83
325,8476,66,4,241.86
326,790,187,3,148.92
327,7352,165,4,328.63
328,7150,213,3,309.36
329,3477,205,5,254.64
330,1416,103,2,102.0
331,2143,59,3,471.86
332,7783,128,3,32.54
333,4875,174,3,271.98
334,8629,160,1,442.17
335,8727,205,3,254.64
336,4221,240,2,250.99
337,5403,235,4,121.68
338,7765,28,2,208.72
339,1869,47,2,397.85
340,7385,195,2,405.73
341,9483,233,2,321.3
342,4046,170,1,227.07
343,6460,43,1,148.61
344,9008,46,5,124.42
345,2889,246,3,409.43
346,4734,5,5,491.57
347,1805,112,3,455.44
348,2069,58,2,304.9
349,9401,22,2,303.45
350,4455,64,5,188.07
351,2974,15,2,268.07
352,6073,191,2,334.31
353,4247,211,3,123.51
354,5844,44,3,154.74
355,5560,300,2,463.38
356,4530,122,3,244.54
357,8391,236,3,194.74
358,9139,248,4,228.47
359,3423,199,3,395.91
360,5038,25,4,360.83
361,5983,179,2,274.24
362,131,225,5,460.49
363,5707,13,2,73.09
364,5778,283,3,135.27
365,9311,67,2,326.61
366,8949,275,4,431.15
367,1481,144,5,366.68
368,8343,180,3,355.09
369,7849,159,5,361.76
370,8074,265,4,317.26
371,1882,250,5,259.06
372,9563,139,2,271.27
373,4954,229,2,329.68
374,5349,73,3,172.77
375,1509,291,5,105.71
376,1329,23,1,437.16
377,3109,265,5,317.26
378,6590,203,1,108.53
379,2676,96,4,363.43
380,2030,268,4,213.4
381,5830,27,5,268.8
382,2422,217,1,129.58
383,2857,88,4,174.97
384,9597,145,3,47.31
385,2232,110,3,440.21
386,7691,106,5,477.17
387,3434,180,4,355.09
388,4968,116,5,254.52
389,42,224,4,391.84
390,972,237,4,128.96
391,6361,265,4,317.26
392,1081,62,1,212.55
393,8341,1,4,88.51
394,5055,183,2,118.84
395,3079,58,1,304.9
396,8208,190,3,76.42
397,826,294,4,250.45
398,4510,35,5,45.1
399,2059,230,3,402.59
400,6521,8,1,90.82
401,4017,253,2,340.04
402,1341,13,1,73.09
403,7386,151,5,24.0
404,4595,32,1,322.14
405,2340,161,1,350.25
406,50,26,3,392.06
407,996,106,5,477.17
408,7196,66,4,241.86
409,4140,93,2,37.82
410,4707,56,4,192.48
411,9215,86,5,173.4
412,2746,260,4,92.89
413,3527,89,5,67.78
414,191,1,1,88.51
415,8122,213,2,309.36
416,50,191,4,334.31
417,9151,287,2,154.82
418,1240,120,2,140.51
419,2455,234,4,179.31
420,9964,138,1,28.88
421,7823,155,1,157.12
422,4262,98,2,169.87
423,2216,293,5,37.29
424,5014,97,3,426.51
425,8438,62,5,212.55
426,1111,165,3,328.63
427,4683,209,5,61.87
428,7701,56,4,192.48
429,2725,11,4,338.78
430,4417,52,5,229.17
431,6209,94,3,181.1
432,633,79,1,250.12
433,6436,61,1,282.4
434,3223,58,3,304.9
435,7596,242,1,13.36
436,8859,89,3,67.78
437,3361,70,4,316.56
438,1884,281,1,156.01
439,9544,269,4,285.65
440,3671,12,2,54.68
441,4242,224,5,391.84
442,8392,191,3,334.31
443,9165,224,3,391.84
444,871,208,3,447.11
445,3507,247,4,420.93
446,7871,222,3,247.72
447,7650,131,2,344.5
448,1789,261,3,313.16
449,3427,260,5,92.89
450,3410,29,3,226.34
451,7772,116,3,254.52
452,2399,57,4,100.83
453,9445,122,3,244.54
454,6995,271,5,28.06
455,9930,173,5,135.63
456,6653,32,5,322.14
457,5956,123,4,81.16
458,4138,107,2,205.32
459,2485,185,5,218.38
460,6439,9,3,142.35
461,8086,188,2,70.74
462,4741,113,5,372.64
463,9378,266,1,484.91
464,3336,1,2,88.51
465,4642,168,1,60.94
466,3880,161,5,350.25
467,5933,299,1,450.67
468,6331,119,3,375.85
469,1111,60,2,326.84
470,557,170,4,227.07
471,8953,161,1,350.25
472,6964,202,5,251.69
473,8610,242,4,13.36
474,6633,76,4,93.74
475,6090,242,4,13.36
476,7606,60,5,326.84
477,274,258,4,118.2
478,7184,141,1,438.69
479,9626,148,5,328.63
480,2378,257,2,299.34
481,4576,106,1,477.17
482,6966,284,2,188.94
483,2313,178,4,18.94
484,3635,290,2,104.21
485,131,168,5,60.94
486,5619,180,5,355.09
487,8294,71,2,132.99
488,3727,180,5,355.09
489,9131,211,2,123.51
490,1027,293,1,37.29
491,3577,187,2,148.92
492,6433,296,1,495.46
493,6950,198,3,100.14
494,5185,33,1,163.61
495,3927,190,2,76.42
496,9857,141,3,438.69
497,7393,159,4,361.76
498,6315,105,4,349.93
499,136,283,5,135.27
500,5154,106,3,477.17
501,9943,202,4,251.69
502,791,39,4,249.63
503,1476,223,1,338.52
504,3717,253,2,340.04
505,6135,154,4,456.67
506,9577,125,5,10.67
507,3582,143,2,34.33
508,6608,271,2,28.06
509,8658,190,1,76.42
510,7355,245,5,362.23
511,548,177,3,208.94
512,6560,12,3,54.68
513,7286,28,5,208.72
514,6818,231,4,352.16
515,3295,291,1,105.71
516,964,105,4,349.93
517,1265,171,1,303.44
518,990,153,3,312.39
519,6187,285,5,137.45
520,1650,210,2,40.01
521,6389,91,4,185.21
522,582,127,5,469.62
523,251,32,1,322.14
524,4267,255,1,217.92
525,6382,110,4,440.21
526,9382,140,5,39.62
527,2569,67,1,326.61
528,6347,57,3,100.83
529,1060,213,1,309.36
530,3828,205,3,254.64
531,6532,239,2,496.83
532,175,272,1,183.84
533,6925,77,2,326.71
534,3158,53,4,16.3
535,7385,217,5,129.58
536,6091,72,4,363.19
537,1632,161,3,350.25
538,1601,300,2,463.38
539,2807,145,2,47.31
540,7798,130,3,385.11
541,6047,5,5,491.57
542,7967,193,3,46.76
543,3044,92,5,223.16
544,663,193,5,46.76
545,8479,163,4,419.51
546,1765,71,5,132.99
547,1853,15,3,268.07
548,1907,36,1,485.16
549,8700,239,2,496.83
550,5375,120,3,140.51
551,987,215,4,220.07
552,8498,123,1,81.16
553,7006,167,5,56.07
554,2650,271,1,28.06
555,3631,48,3,346.37
556,3189,237,1,128.96
557,1718,257,4,299.34
558,4191,168,1,60.94
559,6008,58,4,304.9
560,9602,55,3,174.89
561,3911,215,3,220.07
562,2857,99,5,80.34
563,8274,271,3,28.06
564,3284,30,3,23.68
565,3588,41,1,20.04
566,584,189,1,499.58
567,3682,293,1,37.29
568,3080,7,3,469.38
569,1447,156,4,12.67
570,4293,294,4,250.45
571,1983,134,2,399.83
572,3448,103,1,102.0
573,3154,189,2,499.58
574,4554,58,4,304.9
575,1256,133,3,107.76
576,2917,23,5,437.16
577,1896,157,3,21.78
578,1225,179,2,274.24
579,1812,62,1,212.55
580,7191,41,4,20.04
581,7789,149,3,316.75
582,594,166,3,368.07
583,7552,13,3,73.09
584,6066,190,4,76.42
585,9293,5,5,491.57
586,1653,17,3,173.39
587,3192,78,5,95.61
588,7044,285,4,137.45
589,3204,208,4,447.11
590,3999,80,2,127.91
591,3274,206,1,302.41
592,7933,298,2,239.34
593,1243,13,2,73.09
594,6500,137,2,285.63
595,1038,217,3,129.58
596,3303,83,3,176.35
597,3827,192,1,208.11
598,8870,240,3,250.99
599,2330,128,2,32.54
600,6520,37,4,429.04
601,3272,131,2,344.5
602,3313,109,3,441.02
603,1564,282,2,92.68
604,6358,153,2,312.39
605,5204,55,5,174.89
606,807,135,5,22.99
607,423,263,5,225.84
608,5804,187,2,148.92
609,6535,197,2,242.76
610,8893,155,4,157.12
611,2630,59,4,471.86
612,7458,139,3,271.27
613,102,65,2,384.51
614,568,20,1,44.96
615,4838,293,2,37.29
616,6840,176,2,110.7
617,5633,291,4,105.71
618,6123,86,5,173.4
619,9097,221,5,281.7
620,5407,144,1,366.68
621,9438,50,3,346.26
622,3137,278,5,288.88
623,8900,236,5,194.74
624,723,28,3,208.72
625,4518,192,3,208.11
626,4197,261,4,313.16
627,3591,25,5,360.83
628,8371,269,5,285.65
629,8756,202,2,251.69
630,3423,218,3,15.89
631,7476,298,5,239.34
632,9538,97,3,426.51
633,8159,115,4,33.31
634,8916,285,2,137.45
635,3875,110,1,440.21
636,9671,60,3,326.84
637,7288,178,5,18.94
638,5247,16,5,128.47
639,8979,89,5,67.78
640,476,138,3,28.88
641,8953,169,1,50.39
642,242,125,1,10.67
643,8194,81,1,70.29
644,3898,148,4,328.63
645,9685,144,3,366.68
646,5325,181,5,492.15
647,4019,285,1,137.45
648,3610,58,5,304.9
649,865,68,2,93.39
650,1765,133,4,107.76
651,169,29,3,226.34
652,8280,248,3,228.47
653,6812,117,4,297.72
654,6023,42,2,355.78
655,9486,39,1,249.63
656,4842,145,4,47.31
657,3103,298,3,239.34
658,1664,193,1,46.76
659,3489,189,2,499.58
660,7840,295,5,100.11
661,3678,222,1,247.72
662,4900,243,1,182.84
663,8201,242,3,13.36
664,8548,106,4,477.17
665,5965,243,1,182.84
666,7024,151,1,24.0
667,763,40,5,116.15
668,1540,68,5,93.39
669,7775,63,2,435.26
670,7095,39,3,249.63
671,3611,36,4,485.16
672,4971,166,2,368.07
673,4196,244,5,109.46
674,8896,162,5,306.96
675,3098,246,5,409.43
676,5330,37,5,429.04
677,3626,103,2,102.0
678,4165,73,5,172.77
679,244,213,5,309.36
680,8940,259,2,54.15
681,7957,113,5,372.64
682,6259,216,3,304.89
683,7688,38,2,346.05
684,7391,69,1,254.83
685,942,97,5,426.51
686,6378,193,2,46.76
687,1221,57,5,100.83
688,2471,79,2,250.12
689,8111,241,3,308.29
690,5305,30,5,23.68
691,654,157,3,21.78
692,6587,93,1,37.82
693,1794,168,3,60.94
694,9209,26,2,392.06
695,9913,51,2,48.21
696,5145,205,2,254.64
697,1705,278,5,288.88
698,6907,295,5,100.11
699,6901,236,5,194.74
700,9038,40,4,116.15
701,5946,230,2,402.59
702,5119,56,1,192.48
703,8549,229,3,329.68
704,1065,175,2,223.71
705,8633,228,3,80.49
706,7265,43,5,148.61
707,3250,21,5,125.7
708,3833,101,1,219.23
709,9334,74,2,405.92
710,3973,24,2,53.51
711,6258,249,1,225.61
712,4238,276,4,351.09
713,7085,7,1,469.38
714,3243,209,3,61.87
715,3448,171,3,303.44
716,4553,220,5,254.98
717,2414,118,5,135.52
718,9708,299,5,450.67
719,5851,115,3,33.31
720,7156,130,1,385.11
721,6139,209,1,61.87
722,187,260,3,92.89
723,2727,285,1,137.45
724,4802,234,3,179.31
725,7098,237,5,128.96
726,3677,78,1,95.61
727,8843,153,1,312.39
728,1405,215,1,220.07
729,3888,271,2,28.06
730,2548,172,4,188.4
731,881,249,4,225.61
732,1553,247,5,420.93
733,7320,54,3,320.29
734,7048,289,5,117.5
735,563,235,3,121.68
736,7150,251,5,274.5
737,3966,114,2,386.26
738,152,63,2,435.26
739,482,202,4,251.69
740,8822,119,1,375.85
741,6900,22,5,303.45
742,7238,227,1,446.14
743,6465,294,5,250.45
744,4264,14,5,429.41
745,9521,218,4,15.89
746,8517,24,3,53.51
747,1367,137,4,285.63
748,1107,274,2,99.59
749,7546,140,2,39.62
750,5882,192,2,208.11
751,7499,39,5,249.63
752,4935,247,1,420.93
753,6463,21,2,125.7
754,4140,65,1,384.51
755,4292,168,2,60.94
756,1609,147,1,278.13
757,1409,56,5,192.48
758,8454,82,3,34.07
759,4083,24,2,53.51
760,6377,290,2,104.21
761,9564,95,3,443.96
762,5445,137,4,285.63
763,1391,145,1,47.31
764,2998,251,3,274.5
765,1625,275,2,431.15
766,1160,147,5,278.13
767,2490,298,2,239.34
768,183,293,5,37.29
769,9447,17,2,173.39
770,9158,251,4,274.5
771,3659,279,4,53.57
772,3183,236,5,194.74
773,972,89,2,67.78
774,5489,254,2,484.63
775,2891,198,2,100.14
776,8913,231,2,352.16
777,5196,125,3,10.67
778,1227,112,4,455.44
779,8850,244,5,109.46
780,6881,201,4,134.66
781,6186,258,5,118.2
782,6206,139,2,271.27
783,1944,121,3,316.06
784,9679,142,1,308.88
785,6980,76,5,93.74
786,804,207,5,295.85
787,189,234,3,179.31
788,833,295,4,100.11
789,6221,163,1,419.51
790,5777,81,5,70.29
791,2723,232,4,52.7
792,4215,129,4,437.14
793,7322,171,2,303.44
794,3283,122,5,244.54
795,100,108,2,44.16
796,7603,98,1,169.87
797,1752,141,5,438.69
798,6427,68,5,93.39
799,6804,216,4,304.89
800,326,218,2,15.89
801,1600,42,1,355.78
802,5591,62,3,212.55
803,8892,160,2,442.17
804,4208,73,3,172.77
805,9049,286,5,221.77
806,5901,263,4,225.84
807,713,40,2,116.15
808,5020,201,2,134.66
809,6966,96,5,363.43
810,111,232,5,52.7
811,8103,184,2,196.74
812,4949,240,3,250.99
813,9444,235,3,121.68
814,2020,9,5,142.35
815,2310,53,2,16.3
816,6888,299,1,450.67
817,3818,148,2,328.63
818,4095,2,3,36.23
819,4583,271,5,28.06
820,1669,244,5,109.46
821,4534,185,3,218.38
822,2407,180,2,355.09
823,7264,18,3,180.55
824,1535,66,2,241.86
825,234,296,2,495.46
826,6306,69,4,254.83
827,1632,87,5,43.4
828,3257,201,3,134.66
829,7338,274,5,99.59
830,6178,295,2,100.11
831,2457,32,3,322.14
832,6635,230,2,402.59
833,9480,19,3,103.43
834,2924,45,3,284.99
835,5188,267,1,439.36
836,7007,178,3,18.94
837,620,195,2,405.73
838,6548,37,5,429.04
839,1970,22,2,303.45
840,3162,135,5,22.99
841,4934,195,3,405.73
842,1327,199,1,395.91
843,9411,261,2,313.16
844,8090,278,4,288.88
845,6803,13,4,73.09
846,6519,175,2,223.71
847,7692,130,4,385.11
848,5674,285,5,137.45
849,5202,255,4,217.92
850,3976,132,4,336.8
851,8477,249,4,225.61
852,4720,230,4,402.59
853,8827,25,2,360.83
854,7891,79,3,250.12
855,5099,139,2,271.27
856,8014,210,4,40.01
857,9390,21,4,125.7
858,9151,145,4,47.31
859,1469,129,5,437.14
860,6477,97,1,426.51
861,1837,68,1,93.39
862,7316,150,5,350.68
863,2945,185,2,218.38
864,5262,234,5,179.31
865,640,182,5,40.96
866,5657,292,2,285.69
867,698,3,4,367.54
868,8630,51,1,48.21
869,1567,120,5,140.51
870,5397,292,3,285.69
871,1790,241,4,308.29
872,2163,261,1,313.16
873,3278,83,3,176.35
874,2293,159,2,361.76
875,9228,198,3,100.14
876,7887,35,2,45.1
877,2191,162,4,306.96
878,2596,249,5,225.61
879,4867,75,3,87.43
880,6406,290,2,104.21
881,6935,20,5,44.96
882,4573,184,3,196.74
883,1023,165,1,328.63
884,1518,1,3,88.51
885,6640,209,5,61.87
886,5069,150,1,350.68
887,2136,210,5,40.01
888,7892,124,2,285.66
889,1136,82,4,34.07
890,8983,198,3,100.14
891,2025,219,1,253.15
892,2854,297,3,65.99
893,2293,251,1,274.5
894,7729,239,4,496.83
895,8810,155,5,157.12
896,9978,184,3,196.74
897,4748,205,1,254.64
898,7146,279,3,53.57
899,617,271,4,28.06
900,1202,131,4,344.5
901,8895,90,3,143.64
902,7157,93,3,37.82
903,5249,74,4,405.92
904,653,111,2,329.82
905,5429,188,5,70.74
906,4538,259,1,54.15
907,6634,299,1,450.67
908,6218,210,4,40.01
909,4610,14,5,429.41
910,7803,197,1,242.76
911,7138,221,2,281.7
912,7580,199,3,395.91
913,9103,154,2,456.67
914,4406,127,5,469.62
915,2501,93,1,37.82
916,2812,88,3,174.97
917,3511,36,5,485.16
918,4064,293,2,37.29
919,8868,28,4,208.72
920,3963,270,3,208.98
921,5669,223,5,338.52
922,3200,215,5,220.07
923,1512,26,2,392.06
924,8849,164,1,53.85
925,7261,70,5,316.56
926,8904,112,3,455.44
927,9514,146,1,350.77
928,4631,142,3,308.88
929,7132,43,4,148.61
930,1421,141,4,438.69
931,3666,48,1,346.37
932,7092,66,1,241.86
933,5041,157,4,21.78
934,2415,42,3,355.78
935,8172,275,2,431.15
936,3017,70,3,316.56
937,6674,87,5,43.4
938,4331,61,4,282.4
939,5368,297,1,65.99
940,2921,52,4,229.17
941,2173,295,5,100.11
942,4959,61,4,282.4
943,7749,105,2,349.93
944,6192,193,2,46.76
945,5279,123,2,81.16
946,1169,148,3,328.63
947,6948,99,4,80.34
948,1199,223,2,338.52
949,6834,8,3,90.82
950,7358,280,2,247.79
951,9999,141,4,438.69
952,3972,258,2,118.2
953,544,285,3,137.45
954,5359,3,4,367.54
955,4245,22,2,303.45
956,6200,244,2,109.46
957,8940,35,3,45.1
958,4754,68,1,93.39
959,2908,238,3,112.11
960,4402,162,3,306.96
961,9518,143,3,34.33
962,9992,233,4,321.3
963,1741,200,2,409.48
964,5934,290,3,104.21
965,2187,182,2,40.96
966,6111,235,2,121.68
967,3358,169,2,50.39
968,27,244,2,109.46
969,450,192,5,208.11
970,4823,129,3,437.14
971,1601,177,2,208.94
972,2331,13,5,73.09
973,4301,137,2,285.63
974,692,137,5,285.63
975,9414,94,1,181.1
976,3986,60,5,326.84
977,5163,22,2,303.45
978,1707,29,1,226.34
979,133,28,1,208.72
980,9916,148,5,328.63
981,9549,50,3,346.26
982,2141,85,1,468.74
983,8900,38,1,346.05
984,3823,148,3,328.63
985,559,222,3,247.72
986,9248,236,2,194.74
987,3264,130,5,385.11
988,6374,117,4,297.72
989,6467,204,2,219.23
990,6530,109,1,441.02
991,7528,298,4,239.34
992,2108,103,4,102.0
993,2925,190,2,76.42
994,8821,293,4,37.29
995,8640,271,5,28.06
996,2896,55,1,174.89
997,464,278,5,288.88
998,6168,90,4,143.64
999,8383,191,4,334.31
1000,2645,192,5,208.11
1001,9057,51,2,48.21
1002,5832,137,3,285.63
1003,9411,281,4,156.01
1004,7637,274,4,99.59
1005,3764,105,4,349.93
1006,5157,194,3,239.24
1007,7694,286,1,221.77
1008,1358,35,1,45.1
1009,1862,257,2,299.34
1010,7790,197,1,242.76
1011,4324,58,3,304.9
1012,5144,194,2,239.24
1013,4318,5,2,491.57
1014,7791,69,4,254.83
1015,772,144,5,366.68
1016,9295,79,2,250.12
1017,4539,126,4,422.94
1018,5326,40,3,116.15
1019,8415,68,3,93.39
1020,8952,258,1,118.2
1021,1389,172,3,188.4
1022,4876,179,3,274.24
1023,8627,133,2,107.76
1024,1097,238,3,112.11
1025,8170,111,5,329.82
1026,7599,202,2,251.69
1027,4980,38,5,346.05
1028,7983,130,3,385.11
1029,1519,172,1,188.4
1030,5927,107,1,205.32
1031,7976,96,1,363.43
1032,5118,189,2,499.58
1033,1357,88,1,174.97
1034,4830,218,3,15.89
1035,3937,228,4,80.49
1036,8097,6,2,114.9
1037,375,298,2,239.34
1038,6449,192,3,208.11
1039,8791,119,3,375.85
1040,4491,130,2,385.11
1041,7275,217,1,129.58
1042,9625,96,3,363.43
1043,6338,278,5,288.88
1044,7914,103,4,102.0
1045,7723,268,2,213.4
1046,7799,123,2,81.16
1047,5436,158,4,416.5
1048,7085,156,2,12.67
1049,563,146,3,350.77
1050,3485,206,4,302.41
1051,1220,173,4,135.63
1052,3066,247,3,420.93
1053,9028,122,2,244.54
1054,5452,90,1,143.64
1055,6596,68,4,93.39
1056,9533,189,4,499.58
1057,8178,112,3,455.44
1058,2225,219,2,253.15
1059,8560,284,4,188.94
1060,1127,85,4,468.74
1061,4704,255,1,217.92
1062,5386,300,1,463.38
1063,5824,202,3,251.69
1064,3793,166,5,368.07
1065,9630,9,3,142.35
1066,7177,51,1,48.21
1067,4310,42,3,355.78
1068,5657,112,2,455.44
1069,2899,147,5,278.13
1070,5184,188,5,70.74
1071,6704,186,2,269.03
1072,8468,158,3,416.5
1073,3710,33,1,163.61
1074,5365,165,1,328.63
1075,5469,104,1,180.03
