order_id,customer_id,order_date,status
125,1443,2025-05-15 19:28:31,shipped
126,484,2025-09-26 10:00:59,cancelled
127,1659,2026-02-21 19:50:57,processing
128,1308,2025-10-15 01:46:36,processing
129,2508,2026-02-06 17:43:09,cancelled
130,1231,2025-12-26 04:08:35,cancelled
131,2518,2025-11-13 02:24:10,processing
132,884,2025-09-03 17:27:50,shipped
133,1069,2025-08-04 04:08:36,cancelled
134,633,2026-04-10 09:10:02,cancelled
135,2266,2026-01-18 09:10:11,processing
136,1908,2025-12-10 10:03:19,shipped
137,2141,2025-09-12 04:20:29,cancelled
138,1690,2025-05-21 09:40:23,shipped
139,382,2025-11-26 05:45:23,cancelled
140,1620,2025-07-09 15:13:59,cancelled
141,1291,2025-09-01 13:39:33,delivered
142,634,2025-09-30 20:18:52,processing
143,385,2026-01-26 04:48:32,shipped
144,2222,2025-12-22 09:29:38,cancelled
145,2396,2025-08-29 23:13:03,cancelled
146,1644,2025-08-18 05:16:21,shipped
147,2640,2025-07-18 06:04:55,processing
148,30,2025-10-28 01:42:27,cancelled
149,1480,2025-08-09 11:15:49,processing
150,186,2026-03-09 16:44:35,shipped
151,1968,2026-02-10 14:47:35,processing
152,874,2025-05-02 15:18:50,delivered
153,1544,2025-08-02 16:09:49,delivered
154,1371,2026-01-14 07:22:53,processing
155,1026,2026-01-12 02:44:42,shipped
156,512,2026-02-16 04:34:12,delivered
157,2928,2025-12-23 22:37:19,cancelled
158,1147,2025-09-16 10:49:52,delivered
159,58,2026-01-29 02:04:35,processing
160,928,2025-11-08 22:06:22,delivered
161,1342,2025-05-29 17:46:02,cancelled
162,158,2026-04-01 09:02:36,shipped
163,2737,2025-04-23 07:10:22,delivered
164,137,2025-10-20 09:17:21,processing
165,2731,2026-02-13 14:49:20,shipped
166,2997,2025-06-22 22:02:37,delivered
167,564,2025-07-11 13:33:56,delivered
168,2843,2025-05-27 15:01:38,cancelled
169,2812,2025-08-30 19:49:40,processing
170,119,2025-05-04 10:33:02,processing
171,2502,2025-11-03 00:38:22,processing
172,2239,2025-07-13 05:27:09,delivered
173,1558,2025-08-21 00:17:29,cancelled
174,379,2025-05-06 07:44:48,processing
175,2484,2026-02-22 22:31:43,cancelled
176,1844,2026-01-15 10:34:46,delivered
177,710,2025-11-17 09:15:50,cancelled
178,2472,2025-12-25 03:56:33,delivered
179,2257,2025-05-13 02:47:09,delivered
180,898,2026-01-16 09:45:39,delivered
181,388,2025-05-13 14:35:22,shipped
182,369,2025-10-20 01:04:46,cancelled
183,555,2025-04-16 03:15:42,processing
184,2005,2025-10-03 20:03:17,shipped
185,2296,2026-03-29 23:07:29,cancelled
186,2169,2025-12-11 17:03:16,cancelled
187,1671,2025-12-20 08:39:00,cancelled
188,1721,2025-05-29 07:30:09,cancelled
189,2960,2025-10-07 18:31:47,processing
190,1971,2026-01-31 04:06:59,cancelled
191,2867,2026-01-27 15:26:46,processing
192,2279,2026-03-07 15:23:07,cancelled
193,2604,2026-01-01 00:07:51,cancelled
194,1318,2026-04-11 18:30:55,shipped
195,1365,2025-12-30 11:44:27,delivered
196,1602,2025-08-28 13:41:22,processing
197,1810,2025-11-23 08:42:52,shipped
198,1313,2025-11-16 07:09:50,delivered
199,1152,2025-05-17 20:58:45,cancelled
200,2191,2025-10-18 16:10:14,cancelled
201,205,2025-07-29 05:14:51,cancelled
202,42,2025-04-27 09:33:24,cancelled
203,845,2025-05-21 04:20:05,delivered
204,894,2025-11-18 12:43:40,cancelled
205,2453,2025-08-24 09:04:22,cancelled
206,2445,2025-11-07 14:34:08,delivered
207,1395,2025-08-03 03:25:08,shipped
208,1343,2025-08-16 12:04:03,shipped
209,2915,2026-02-03 08:26:57,shipped
210,1071,2026-02-10 09:45:44,shipped
211,2891,2025-07-07 15:53:33,processing
212,1854,2025-09-26 12:05:13,processing
213,2241,2025-11-02 04:22:19,processing
214,1266,2025-08-04 09:22:42,cancelled
215,1127,2025-08-27 00:31:56,processing
216,1239,2025-09-29 13:19:35,cancelled
217,1301,2025-07-30 20:19:24,processing
218,406,2026-03-01 20:01:15,shipped
219,2869,2025-09-08 21:46:33,shipped
220,778,2026-02-26 05:24:48,cancelled
221,790,2025-09-12 23:00:44,processing
222,744,2026-02-07 03:00:41,shipped
223,2489,2025-12-27 01:52:52,delivered
224,1326,2026-03-30 06:55:20,cancelled
225,1850,2025-04-21 09:33:33,shipped
226,1519,2026-01-28 23:54:17,processing
227,2782,2025-06-21 12:55:25,processing
228,130,2026-03-07 06:49:16,delivered
229,507,2025-12-26 07:18:18,processing
230,517,2025-09-15 08:16:13,delivered
231,471,2025-08-30 02:50:07,shipped
232,1568,2025-04-19 01:53:46,cancelled
233,2885,2026-02-15 14:29:27,shipped
234,420,2025-05-12 00:06:49,processing
235,2512,2025-06-14 10:22:46,cancelled
236,2553,2025-10-07 05:18:43,processing
237,59,2025-08-03 00:44:12,delivered
238,2110,2025-05-15 04:29:20,delivered
239,1533,2025-10-01 09:00:34,delivered
240,922,2025-11-30 11:32:16,processing
241,2074,2026-02-24 15:07:42,cancelled
242,24,2025-12-19 16:29:51,processing
243,1188,2025-04-23 00:02:10,shipped
244,2465,2025-11-16 13:40:57,delivered
245,396,2025-09-02 08:15:16,cancelled
246,1728,2025-06-01 19:08:01,shipped
247,2202,2026-03-11 14:22:34,cancelled
248,1192,2025-06-23 07:03:16,processing
249,764,2026-01-20 22:10:15,processing
250,1897,2025-10-24 01:40:46,processing
251,986,2025-11-11 13:45:42,processing
252,415,2025-11-07 07:49:33,processing
253,704,2025-08-10 22:28:05,cancelled
254,1351,2025-12-14 11:29:36,delivered
255,2984,2026-02-11 01:08:13,processing
256,549,2026-02-28 21:59:57,cancelled
257,2754,2025-09-09 13:33:55,cancelled
258,419,2026-03-10 04:54:09,shipped
259,315,2025-12-05 12:08:53,processing
260,1729,2025-10-22 05:28:50,cancelled
261,1506,2025-05-13 02:52:38,delivered
262,2127,2026-03-15 21:59:29,shipped
263,1143,2026-01-07 02:17:47,shipped
264,2681,2025-10-25 08:03:57,shipped
265,893,2025-05-14 18:18:52,shipped
266,1111,2025-09-19 02:51:21,shipped
267,2514,2025-09-30 17:38:47,cancelled
268,1073,2025-05-28 06:04:44,shipped
269,394,2025-11-15 09:24:45,cancelled
270,868,2026-01-04 22:54:20,processing
271,901,2025-09-30 19:39:55,cancelled
272,1990,2026-02-26 08:04:59,delivered
273,2527,2025-11-25 11:38:47,processing
274,2872,2026-04-08 08:24:43,processing
275,1921,2025-08-10 05:16:55,delivered
276,1627,2025-08-08 04:00:33,shipped
277,2206,2026-03-01 13:10:33,processing
278,2697,2025-07-06 19:23:43,processing
279,1403,2025-06-11 19:12:51,shipped
280,1025,2025-05-30 03:21:36,shipped
281,2586,2025-09-14 11:24:26,cancelled
282,956,2025-06-28 19:08:28,shipped
283,2617,2025-05-24 19:17:29,shipped
284,569,2025-05-03 07:07:37,shipped
285,2375,2026-02-27 23:10:38,delivered
286,1293,2025-09-09 14:47:16,delivered
287,2938,2025-08-17 20:59:25,shipped
288,991,2025-10-05 14:29:58,processing
289,983,2025-05-08 06:20:59,delivered
290,2654,2025-04-21 21:48:10,cancelled
291,2698,2025-12-01 10:23:07,shipped
292,1640,2025-09-05 11:59:56,shipped
293,258,2025-04-15 02:47:44,cancelled
294,2732,2025-12-17 00:03:30,shipped
295,2379,2026-03-29 08:51:37,processing
296,2278,2025-05-02 03:15:56,delivered
297,2404,2025-09-12 12:15:29,cancelled
298,815,2025-07-12 18:37:14,processing
299,1279,2025-07-17 19:48:25,processing
300,2797,2025-05-30 23:57:19,processing
301,811,2025-09-20 06:00:44,delivered
302,2906,2025-06-26 20:16:52,delivered
303,2354,2026-01-14 06:38:05,cancelled
304,2735,2025-10-02 08:45:14,processing
305,1624,2026-03-12 10:45:54,cancelled
306,2174,2025-10-03 07:38:20,shipped
307,2443,2026-04-08 15:51:54,processing
308,2064,2025-11-28 09:15:48,processing
309,2718,2025-12-24 02:57:30,cancelled
310,2484,2025-04-23 10:58:38,cancelled
311,2862,2025-10-14 10:58:47,delivered
312,598,2025-09-21 12:49:50,cancelled
313,2271,2025-07-23 02:35:05,processing
314,839,2025-07-20 00:20:35,processing
315,1967,2025-04-23 12:24:33,delivered
316,1559,2026-02-04 06:44:59,shipped
317,2506,2025-08-20 03:56:37,shipped
318,2702,2025-04-14 00:03:38,shipped
319,1499,2025-09-27 02:43:50,shipped
320,805,2025-05-29 06:58:36,processing
321,263,2026-03-31 15:48:16,cancelled
322,57,2026-02-04 21:51:00,cancelled
323,324,2025-08-13 12:58:45,processing
324,2897,2025-07-07 13:37:45,shipped
325,2301,2025-12-12 23:10:34,delivered
326,2223,2025-05-08 13:20:58,shipped
327,99,2025-04-27 13:25:13,shipped
328,2123,2025-06-15 01:33:07,processing
329,1429,2025-09-13 13:01:02,processing
330,862,2025-10-15 07:35:53,delivered
331,2201,2026-03-17 13:39:33,processing
332,1650,2025-05-01 11:51:18,processing
333,1861,2025-05-17 14:23:26,delivered
334,2836,2025-08-28 05:51:50,processing
335,1271,2026-03-11 21:35:28,delivered
336,957,2026-01-01 12:42:05,shipped
337,313,2025-10-20 20:21:30,shipped
338,2408,2025-12-25 13:13:57,shipped
339,1133,2025-11-08 03:42:27,delivered
340,1290,2025-11-04 16:52:23,processing
341,2719,2025-07-06 04:37:15,processing
342,896,2025-12-09 12:57:10,processing
343,1644,2025-06-28 08:06:42,delivered
344,1277,2025-08-25 08:17:44,delivered
345,1646,2026-02-19 02:36:58,delivered
346,1381,2025-11-19 12:05:07,shipped
347,1800,2025-05-11 21:52:48,cancelled
348,1901,2025-05-06 11:44:49,cancelled
349,2199,2025-06-13 11:12:43,processing
350,1181,2025-09-23 13:11:00,cancelled
351,394,2025-06-09 01:38:33,cancelled
352,2316,2026-01-19 06:17:09,shipped
353,882,2025-08-12 02:40:34,cancelled
354,1205,2025-04-28 08:37:01,delivered
355,1668,2025-07-10 08:07:57,processing
356,2712,2025-06-01 01:12:47,shipped
357,317,2026-02-18 14:10:41,delivered
358,2566,2026-03-09 21:52:13,delivered
359,540,2025-10-01 23:25:34,processing
360,328,2025-06-10 10:54:05,delivered
361,593,2026-01-16 01:34:39,processing
362,2696,2025-11-19 18:48:04,shipped
363,1912,2025-08-11 04:52:48,cancelled
364,2386,2025-08-22 12:55:33,processing
365,2067,2025-04-17 14:35:18,shipped
366,1820,2025-08-09 00:32:43,processing
367,920,2026-02-08 19:16:49,shipped
368,2809,2026-02-15 15:33:57,processing
369,2882,2026-04-03 07:43:15,processing
370,2900,2025-10-12 01:09:39,shipped
371,1243,2026-03-25 19:36:25,shipped
372,2727,2025-06-02 21:23:24,delivered
373,1017,2025-07-18 11:28:11,delivered
374,2168,2025-06-18 23:10:51,shipped
375,834,2025-07-11 07:40:56,delivered
376,1236,2025-09-16 11:05:58,cancelled
377,2838,2025-08-07 11:45:07,shipped
378,926,2025-11-05 03:35:35,processing
379,1049,2026-04-09 11:14:31,processing
380,2853,2025-08-23 13:36:47,shipped
381,1716,2026-01-28 22:31:08,delivered
382,713,2025-11-13 10:47:05,processing
383,200,2025-09-24 03:47:35,cancelled
384,424,2025-05-01 15:54:24,shipped
385,2132,2025-12-30 11:08:20,shipped
386,2575,2025-08-03 22:29:03,delivered
387,1926,2025-05-18 05:04:05,shipped
388,2919,2026-02-01 04:45:51,shipped
389,868,2025-09-10 08:20:55,processing
390,2200,2025-11-18 16:08:26,delivered
391,824,2025-07-16 22:18:16,cancelled
392,1729,2025-04-14 23:16:32,shipped
393,2020,2025-09-02 07:44:13,delivered
394,356,2025-04-17 15:41:36,shipped
395,48,2026-03-27 03:33:43,cancelled
396,1141,2025-11-21 05:08:44,processing
397,2491,2025-05-13 11:15:57,shipped
398,2724,2026-04-05 05:51:13,shipped
399,2642,2025-12-19 08:54:43,cancelled
400,1895,2026-01-30 20:05:40,cancelled
401,2462,2025-10-27 13:08:02,delivered
402,2011,2025-05-22 09:04:11,processing
403,1371,2026-03-14 20:38:14,processing
404,2832,2025-11-27 20:33:07,cancelled
405,2710,2025-10-30 07:39:08,processing
406,384,2025-08-11 00:07:37,processing
407,755,2026-01-27 20:14:20,processing
408,1593,2025-06-14 03:00:38,shipped
409,8,2025-07-01 13:45:10,delivered
410,1553,2025-08-11 11:11:50,delivered
411,1981,2026-02-07 06:18:21,processing
412,2995,2025-05-10 02:49:09,processing
413,1723,2026-03-14 03:14:02,processing
414,509,2025-08-03 18:53:08,cancelled
415,2732,2025-07-08 05:23:44,cancelled
416,351,2025-08-01 16:00:31,cancelled
417,2996,2025-07-04 03:16:55,cancelled
418,1411,2025-10-29 22:52:39,delivered
419,1283,2025-06-26 15:10:24,shipped
420,1645,2025-04-28 18:56:27,processing
421,338,2025-12-15 17:52:50,cancelled
422,2041,2025-11-15 19:33:58,processing
423,1404,2026-02-13 07:23:30,processing
424,1206,2025-05-03 20:50:40,processing
425,2031,2026-03-13 09:18:49,processing
426,1024,2026-02-18 11:16:11,delivered
427,394,2025-10-30 17:37:56,shipped
428,102,2025-09-16 13:17:38,cancelled
429,1439,2026-03-17 10:38:48,processing
430,1137,2026-01-23 05:21:20,cancelled
431,1361,2025-10-20 12:35:59,cancelled
432,1331,2025-09-03 04:03:28,processing
433,2943,2025-11-10 09:37:30,processing
434,1766,2025-11-26 14:27:03,shipped
435,198,2025-08-06 19:43:34,shipped
436,2040,2025-07-15 00:19:52,delivered
437,2194,2026-01-23 10:44:29,delivered
438,244,2025-05-02 08:25:49,delivered
439,1421,2025-08-25 00:52:47,delivered
440,1973,2026-03-15 00:16:34,delivered
441,1353,2026-02-14 11:52:24,delivered
442,1328,2025-06-06 12:22:36,shipped
443,1424,2025-11-24 14:26:11,processing
444,538,2026-04-01 14:04:02,processing
445,1194,2025-12-12 12:47:52,processing
446,490,2026-04-01 17:33:42,delivered
447,1057,2026-02-01 19:12:58,delivered
448,427,2026-04-10 11:15:56,shipped
449,288,2025-04-26 12:59:41,shipped
450,639,2025-10-19 09:56:41,processing
451,1905,2025-10-01 12:30:43,processing
452,1765,2025-04-21 15:14:06,shipped
453,148,2025-10-15 14:21:51,delivered
454,1821,2025-08-12 03:50:22,shipped
455,2857,2025-06-28 12:44:27,delivered
456,1220,2025-12-20 04:21:36,shipped
457,1832,2026-04-07 17:25:54,cancelled
458,1269,2025-11-06 08:54:13,processing
459,1721,2026-02-25 14:33:59,shipped
460,2341,2025-05-15 17:10:43,processing
461,683,2025-06-18 17:33:41,processing
462,1280,2025-06-13 08:50:01,delivered
463,245,2025-10-24 14:27:04,cancelled
464,231,2025-11-05 12:32:00,processing
465,1570,2026-03-28 10:05:18,processing
466,51,2026-01-14 22:40:09,shipped
467,2817,2026-01-03 06:21:38,delivered
468,1592,2025-08-09 19:57:56,processing
469,363,2026-03-09 05:36:01,cancelled
470,1570,2025-08-20 03:13:56,delivered
471,2930,2026-03-22 06:16:11,processing
472,1869,2026-03-04 15:44:44,shipped
473,3,2025-11-17 14:40:14,delivered
474,1609,2026-03-30 07:00:30,shipped
475,2055,2025-09-26 03:21:02,cancelled
476,2417,2025-05-26 20:09:58,shipped
477,369,2025-09-29 21:02:39,processing
478,2800,2025-09-05 09:07:45,delivered
479,1391,2026-04-03 20:23:09,cancelled
480,804,2026-01-13 16:35:48,cancelled
481,1338,2025-06-28 19:49:00,shipped
482,1287,2026-02-08 15:02:20,cancelled
483,1866,2026-01-06 02:57:52,processing
484,1847,2025-10-29 14:10:46,delivered
485,2566,2025-11-22 13:15:02,processing
486,2521,2025-09-13 10:08:09,delivered
487,1306,2025-10-11 02:58:45,delivered
488,2721,2025-05-31 05:46:33,cancelled
489,360,2025-08-08 01:20:47,cancelled
490,2012,2025-11-13 16:06:06,shipped
491,2922,2025-07-25 14:34:35,processing
492,90,2026-02-12 05:53:22,delivered
493,2392,2025-12-31 18:04:55,processing
494,79,2026-01-30 01:08:14,cancelled
495,1659,2026-01-02 13:56:00,delivered
496,2613,2025-05-24 00:02:36,shipped
497,1715,2025-11-08 05:46:04,delivered
498,2606,2026-01-19 22:34:16,shipped
499,2216,2025-10-10 13:28:19,cancelled
500,2253,2025-04-18 06:47:23,processing
501,1228,2025-12-04 06:41:11,shipped
502,2666,2025-08-28 07:50:57,shipped
503,2871,2025-09-20 00:27:02,shipped
504,1452,2026-02-21 09:05:56,cancelled
505,476,2025-09-22 00:48:25,cancelled
506,1518,2025-06-01 15:36:47,cancelled
507,1905,2025-12-29 20:21:07,processing
508,1054,2025-09-24 11:25:45,processing
509,1752,2025-12-14 07:14:46,delivered
510,2658,2025-12-20 15:09:11,shipped
511,847,2025-11-11 15:36:38,processing
512,1606,2026-01-04 12:28:36,processing
513,718,2026-03-01 23:22:07,shipped
514,895,2025-05-14 19:57:33,cancelled
515,1258,2025-06-17 00:13:53,processing
516,159,2025-08-29 00:21:07,cancelled
517,1469,2026-01-11 23:54:53,cancelled
518,1857,2025-08-02 19:06:33,processing
519,392,2025-12-11 14:52:39,delivered
520,1268,2026-01-08 09:25:53,shipped
521,426,2025-12-16 15:39:41,cancelled
522,691,2026-01-17 03:32:47,processing
523,1607,2025-07-27 10:04:03,cancelled
524,1476,2025-04-24 04:17:05,shipped
525,159,2025-09-09 09:52:32,cancelled
526,2790,2025-04-24 07:59:10,delivered
527,2947,2025-09-21 02:34:14,processing
528,343,2026-02-20 18:05:39,shipped
529,2108,2025-04-15 09:53:59,processing
530,1769,2025-10-09 22:22:22,cancelled
531,934,2025-10-24 16:37:18,shipped
532,2704,2025-11-17 18:14:50,shipped
533,2761,2026-01-28 16:35:55,cancelled
534,2961,2025-07-23 22:02:19,shipped
535,1151,2025-12-13 07:09:33,processing
536,828,2026-02-07 01:28:44,shipped
537,1074,2026-04-06 07:32:45,cancelled
538,1216,2025-05-19 22:39:32,delivered
539,2284,2026-04-08 03:28:56,delivered
540,527,2025-11-09 23:38:33,shipped
541,770,2025-05-03 19:24:01,shipped
542,1333,2025-09-04 07:57:52,shipped
543,2603,2026-03-12 01:17:10,delivered
544,1568,2026-01-23 16:23:17,cancelled
545,2205,2025-11-24 19:18:40,cancelled
546,517,2025-04-15 12:39:41,delivered
547,106,2026-01-29 02:51:30,processing
548,931,2025-07-30 14:24:35,delivered
549,2671,2025-12-12 16:43:13,delivered
550,2477,2025-05-10 03:22:36,shipped
551,172,2025-05-14 20:19:41,cancelled
552,1058,2025-07-06 18:07:53,cancelled
553,831,2025-05-05 08:57:34,shipped
554,296,2026-02-26 02:08:51,shipped
555,1610,2025-12-01 08:13:30,shipped
556,301,2025-07-06 11:28:46,shipped
557,2791,2025-09-14 22:56:13,processing
558,1515,2025-12-23 09:14:12,cancelled
559,740,2025-08-28 20:27:03,shipped
560,731,2025-08-11 00:57:20,delivered
561,2433,2025-05-21 06:55:01,shipped
562,510,2025-06-06 18:31:51,cancelled
563,813,2026-02-24 05:44:59,processing
564,339,2025-12-15 06:12:17,delivered
565,748,2026-01-15 06:51:35,delivered
566,1805,2025-09-14 04:06:28,cancelled
567,1855,2025-09-26 05:37:17,cancelled
568,203,2026-01-19 12:08:32,cancelled
569,1737,2025-11-03 16:39:27,processing
570,2812,2025-04-26 12:17:46,processing
571,308,2025-11-06 08:13:56,shipped
572,465,2025-04-26 16:35:52,delivered
573,2921,2026-01-23 23:05:43,shipped
574,1869,2025-11-15 14:21:51,cancelled
575,2710,2025-07-25 16:17:51,shipped
576,927,2025-07-24 23:54:14,delivered
577,1509,2026-03-01 13:51:54,delivered
578,1980,2026-02-23 09:58:39,shipped
579,2738,2025-07-20 04:17:41,delivered
580,410,2026-01-31 09:55:16,shipped
581,2137,2025-04-25 20:47:13,shipped
582,1589,2025-12-16 14:47:25,delivered
583,967,2025-04-17 01:58:36,processing
584,2696,2025-07-28 11:11:02,processing
585,2527,2026-04-03 17:10:48,processing
586,2656,2026-02-05 18:21:38,delivered
587,1727,2025-05-10 22:23:40,cancelled
588,368,2025-06-07 23:42:11,processing
589,1293,2025-06-10 07:32:23,delivered
590,1398,2025-12-23 09:55:37,cancelled
591,472,2025-04-20 23:40:19,processing
592,1347,2025-05-27 01:42:51,cancelled
593,743,2025-09-03 12:41:47,processing
594,1685,2025-12-03 17:47:01,delivered
595,2512,2025-04-19 14:32:06,processing
596,195,2025-06-27 05:40:45,cancelled
597,2702,2026-03-31 10:54:45,shipped
598,2384,2025-08-23 18:38:01,cancelled
599,423,2026-03-13 18:02:25,delivered
600,2368,2026-02-14 14:30:03,cancelled
601,331,2025-05-27 14:24:07,cancelled
602,474,2025-09-12 21:13:14,processing
603,2682,2025-05-31 07:08:54,processing
604,423,2025-07-04 17:26:17,shipped
605,825,2025-09-28 19:55:06,delivered
606,645,2025-09-02 06:44:02,shipped
607,961,2025-12-03 17:17:38,cancelled
608,1793,2025-07-24 00:32:35,cancelled
609,1265,2025-12-17 10:39:12,delivered
610,257,2026-04-11 10:20:02,delivered
611,2513,2025-10-31 22:19:34,delivered
612,966,2025-09-09 16:49:37,processing
613,1178,2026-04-03 13:05:26,cancelled
614,1669,2025-09-30 05:10:02,cancelled
615,338,2025-07-21 04:15:16,shipped
616,1354,2025-04-22 13:07:31,shipped
617,1293,2025-06-11 14:38:07,processing
618,2499,2026-02-07 21:40:30,processing
619,34,2025-11-25 18:30:41,shipped
620,1418,2025-10-23 05:48:41,shipped
621,1549,2025-12-04 05:10:09,shipped
622,331,2025-06-13 04:32:10,shipped
623,2851,2026-02-27 12:41:50,delivered
624,1951,2025-12-01 22:57:01,processing
625,98,2025-07-12 04:09:11,shipped
626,2940,2026-01-23 01:56:31,delivered
627,1401,2025-10-30 05:13:10,processing
628,521,2025-12-24 18:43:25,cancelled
629,1872,2025-08-25 05:58:39,delivered
630,1565,2025-05-14 10:00:41,cancelled
631,912,2026-02-10 11:33:20,cancelled
632,2162,2025-07-19 09:52:49,processing
633,2733,2026-03-27 16:03:24,shipped
634,946,2025-08-31 06:42:41,delivered
635,1468,2026-01-17 14:11:37,processing
636,1596,2025-10-12 08:53:19,processing
637,2313,2026-02-11 00:37:05,delivered
638,985,2026-04-02 06:30:20,processing
639,1134,2025-06-26 18:28:43,cancelled
640,2134,2025-05-25 21:33:27,cancelled
641,2097,2025-11-15 03:20:44,processing
642,1997,2025-06-02 00:12:09,shipped
643,256,2025-09-01 10:43:01,delivered
644,261,2025-06-18 18:19:53,cancelled
645,1317,2025-10-08 04:25:03,cancelled
646,1178,2025-04-22 22:58:54,processing
